Doug,Make_x,Model_x,Version,Kilometers,Engine,Fuel Type,Transmission,Year_x,City,Price,Currency,Link,Year_y,Make_y,Model_y,Styling,Acceleration,Handling,Fun Factor,Cool Factor,WEEKEND TOTAL,Features,Comfort,Quality,Practicality,Value,DAILY TOTAL,DOUGSCORE,Video Link,Filming City,Filming State,Vehicle Country
Mercedes-Benz GLC300 2020,Mercedes-Benz,Clase GLC,2.0 Glc300 4matic Coupe At,60000 km,2.0,Nafta,Automática,2020,General Villegas,80000,USD,https://auto.mercadolibre.com.ar/MLA-1540519284-mercedes-benz-clase-glc-2020-20-glc300-4matic-coupe-at-_JM,2020,Mercedes-Benz,GLC300,5,3,4,2,3,17,8,7,7,7,7,36,53,9:34,Newport Beach,California,Germany
Mercedes-Benz GLC300 2020,Mercedes-Benz,Clase GLC,2.0 Glc300 4matic Offroad At,40000 km,2.0,Nafta,Automática,2020,Del Viso,90000,USD,https://auto.mercadolibre.com.ar/MLA-1392029727-mercedes-benz-clase-glc-2020-20-glc300-4matic-offroad-at-_JM,2020,Mercedes-Benz,GLC300,5,3,4,2,3,17,8,7,7,7,7,36,53,9:34,Newport Beach,California,Germany
Mercedes-Benz GLC300 2020,Mercedes-Benz,Clase GLC,2.0 Glc300 4matic Coupe At,16600 km,2.0,Nafta,Automática,2021,Avellaneda,120000,USD,https://auto.mercadolibre.com.ar/MLA-1385572679-mercedes-benz-clase-glc-2021-20-glc300-4matic-coupe-at-ae70-_JM,2020,Mercedes-Benz,GLC300,5,3,4,2,3,17,8,7,7,7,7,36,53,9:34,Newport Beach,California,Germany
Ferrari Testarossa 1985,Ferrari,Testarossa,Berlinetta,24000 km,4 tiempos,Nafta,Manual,1998,Montevideo,320000,USD,https://auto.mercadolibre.com.ar/MLA-1392573747-ferrari-testarossa-berlinetta-_JM,1985,Ferrari,Testarossa,8,5,7,8,8,36,2,2,4,2,7,17,53,13:12,Palos Verdes,California,Italy
Mercedes - Benz CLA 250 2020,Mercedes-Benz,Clase CLA,250 4matic,130000 km,2.0,Nafta,Automática,2015,Capital Federal,24000,USD,https://auto.mercadolibre.com.ar/MLA-1540515288-mercedes-benz-clase-cla-250-4matic-cassano-automobili-_JM,2020,Mercedes - Benz,CLA 250,6,3,4,3,4,20,8,7,7,5,6,33,53,25:33,Newport Beach,California,Germany
Mercedes - Benz CLA 250 2020,Mercedes-Benz,250,CLA 250 AMG,44000 km,2.0,Nafta,Automática,2014,Rosario,34000,USD,https://auto.mercadolibre.com.ar/MLA-1513025890-mercedes-benz-250-cla-250-amg-_JM,2020,Mercedes - Benz,CLA 250,6,3,4,3,4,20,8,7,7,5,6,33,53,25:33,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,112418 km,2.0,Nafta,Automática,2020,Capital Federal,77000,USD,https://auto.mercadolibre.com.ar/MLA-1471967294-mercedes-benz-clase-glb-20-glb250-progressive-224cv-da-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,110300 km,2.0,Nafta,Automática,2020,Capital Federal,77000,USD,https://auto.mercadolibre.com.ar/MLA-1382221335-mercedes-benz-glb-250-4-matic-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,25500 km,2.0,Nafta,Automática,2020,Capital Federal,70900,USD,https://auto.mercadolibre.com.ar/MLA-1504548450-mercedes-benz-glb-250-4-matic-2020-autopremium-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,30000 km,2.0,Nafta,Automática,2020,Capital Federal,70900,USD,https://auto.mercadolibre.com.ar/MLA-1384543115-mercedes-benz-glb-250-progressive-4-matic-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,64000 km,2.0,Nafta,Automática,2020,Pilar,65000,USD,https://auto.mercadolibre.com.ar/MLA-1531643340-mercedes-benz-glb-250-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,78000 km,2.0,Nafta,Automática,2020,Moreno,65000,USD,https://auto.mercadolibre.com.ar/MLA-1518081580-mercedes-benz-glb-250-2021-78000-km--_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,25000 km,2.0,Nafta,Automática,2021,Pilar,81500,USD,https://auto.mercadolibre.com.ar/MLA-1487896920-mercedes-benz-clase-glb-20-glb250-progressive-224cv-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,0 km,2.0,Nafta,Automática,2022,Rosario,113100,USD,https://auto.mercadolibre.com.ar/MLA-1429311350-mercedes-benz-glb-250-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,3000 km,2.0,Nafta,Automática,2022,Capital Federal,100000,USD,https://auto.mercadolibre.com.ar/MLA-1528745774-mercedes-benz-clase-glb-2022-20-glb250-progressive-224cv-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,4000 km,2.0,Nafta,Automática,2022,Capital Federal,99000,USD,https://auto.mercadolibre.com.ar/MLA-1528758748-mercedes-benz-clase-glb-2022-20-glb250-progressive-224cv-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Mercedes-Benz GLB250 2020,Mercedes-Benz,Clase GLB,2.0 Glb250 Progressive 224cv,0 km,2.0,Nafta,Automática,2023,Vicente López,113000,USD,https://auto.mercadolibre.com.ar/MLA-1399227328-mercedes-benz-clase-glb-2023-20-glb250-progressive-224cv-_JM,2020,Mercedes-Benz,GLB250,5,2,4,2,3,16,6,7,7,8,7,35,51,22:43:00,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,2.0 Tfsi Stronic Quattro 220cv,69999 km,2.0,Nafta,Automática,2018,Capital Federal,36000,USD,https://auto.mercadolibre.com.ar/MLA-1524433862-audi-q3-2018-2017-2019-q2-a3-sportback-q5-sedan-a1-a4-usada-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,1.4 Tfsi Stronic 150 Cv,90000 km,1.4,Nafta,Automática,2019,Rosario,28500,USD,https://auto.mercadolibre.com.ar/MLA-1546332692-audi-q3-2019-14-tfsi-stronic-150-cv-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,Q3 2.0 TFSI S Line Black quattro 220cv,44000 km,2.0,Nafta,Automática,2019,Capital Federal,37900,USD,https://auto.mercadolibre.com.ar/MLA-1392578363-audi-q3-20-tfsi-s-line-black-quattro-220cv-2019-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,1.4 Tfsi Stronic 150 Cv,57000 km,1.4,Nafta,Automática,2019,San Miguel de Tucumán,33000,USD,https://auto.mercadolibre.com.ar/MLA-1533664378-audi-q3-2019-14-tfsi-stronic-150-cv-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,1.4 Tfsi Stronic 150 Cv,51000 km,1.4,Nafta,Automática,2019,Ituzaingó,32990,USD,https://auto.mercadolibre.com.ar/MLA-1391218959-audi-q3-14tfsi-at-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,2.0 Tfsi Stronic Quattro 220cv,60000 km,2.0,Nafta,Automática,2019,Yerba Buena,41000,USD,https://auto.mercadolibre.com.ar/MLA-1385925775-audi-q3-20-quattro-s-line-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,1.4 Tfsi Stronic 150 Cv,28000 km,1.4,Nafta,Automática,2019,Mar del Plata,35000,USD,https://auto.mercadolibre.com.ar/MLA-1392859393-audi-q3-2019-14-tfsi-stronic-150-cv-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3 Sportback,SLine,50000 km,2.0,Nafta,Automática,2019,Capital Federal,40500,USD,https://auto.mercadolibre.com.ar/MLA-1388322763-audi-q3-20-tfsi-sline-quattro-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,2.0 Tfsi Stronic Quattro 220cv,17600 km,2.0,Nafta,Automática,2019,Neuquén,49000,USD,https://auto.mercadolibre.com.ar/MLA-1543228930-audi-q3-2019-20-tfsi-stronic-quattro-220cv-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,1.4 Tfsi Sport 150 Cv,28800 km,1.4,Nafta,Manual,2019,Pilar,28000,USD,https://auto.mercadolibre.com.ar/MLA-1521779896-audi-q3-2019-14-tfsi-sport-150-cv-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Audi Q3 2019,Audi,Q3,2.0 Tfsi Stronic Quattro 220cv,52000 km,2.0,Nafta,Automática,2019,Capital Federal,52000,USD,https://auto.mercadolibre.com.ar/MLA-1537680344-audi-q3-s-2019-_JM,2019,Audi,Q3,6,2,4,2,3,17,7,7,6,7,7,34,51,8:24,Newport Beach,California,Germany
Suzuki Jimny 2020,Suzuki,Jimny glx,Glx 4X4,4000 km,2.0,Nafta,Automática,2020,Capital Federal,36500,USD,https://auto.mercadolibre.com.ar/MLA-1531706120-suzuki-jimny-glx-glx-4x4-cassano-automobili-_JM,2020,Suzuki,Jimny,7,1,3,7,7,25,4,3,6,4,7,24,49,1900-01-01 02:53:00,Los Angeles,California,Japan
Suzuki Jimny 2020,Suzuki,Jimny,1.5 GLX MT,4000 km,1.5,Nafta,Manual,2020,Capital Federal,36500,USD,https://auto.mercadolibre.com.ar/MLA-1524553138-suzuki-jimny-15-glx-mt-cassano-automobili-_JM,2020,Suzuki,Jimny,7,1,3,7,7,25,4,3,6,4,7,24,49,1900-01-01 02:53:00,Los Angeles,California,Japan
Suzuki Jimny 2020,Suzuki,Jimny,1.5 Glx Mt,4000 km,1.5,Nafta,Manual,2020,Capital Federal,36500,USD,https://auto.mercadolibre.com.ar/MLA-1390382735-suzuki-jimny-15-glx-mt-cassano-automobili-_JM,2020,Suzuki,Jimny,7,1,3,7,7,25,4,3,6,4,7,24,49,1900-01-01 02:53:00,Los Angeles,California,Japan
Suzuki Jimny 2020,Suzuki,Jimny,1.5 GLX 4x4,10000 km,1.5,Nafta,Manual,2020,Capital Federal,34500,USD,https://auto.mercadolibre.com.ar/MLA-1479386932-suzuki-jimny-15-glx-4x4-_JM,2020,Suzuki,Jimny,7,1,3,7,7,25,4,3,6,4,7,24,49,1900-01-01 02:53:00,Los Angeles,California,Japan
Audi TT Roadster 2001,Audi,TT Roadster,1.8 20v Turbo,200000 km,1.8,Nafta,Manual,2001,Punilla,33500,USD,https://auto.mercadolibre.com.ar/MLA-1525422750-audi-tt-roadster-cabriolet-_JM,2001,Audi,TT Roadster,8,3,6,6,5,28,3,4,6,2,6,21,49,24:47,San Diego,California,Germany
Audi TT Roadster 2001,Audi,TT,3.2 Roadster Quattro 250cv,66695 km,3.2,Nafta,Automática,2008,San Isidro,45000,USD,https://auto.mercadolibre.com.ar/MLA-1482324232-audi-tt-32-v6-quattro-roadster-2008-_JM,2001,Audi,TT Roadster,8,3,6,6,5,28,3,4,6,2,6,21,49,24:47,San Diego,California,Germany
Audi TT Roadster 2001,Audi,TT Roadster,2.0 T Fsi Stronic 211cv,22000 km,2.0,Nafta,Automática,2013,Capital Federal,48000,USD,https://auto.mercadolibre.com.ar/MLA-1523638530-audi-tt-roadster-2013-20-t-fsi-stronic-211cv-_JM,2001,Audi,TT Roadster,8,3,6,6,5,28,3,4,6,2,6,21,49,24:47,San Diego,California,Germany
Audi TT Roadster 2001,Audi,TT Roadster,2.0 T Fsi Stronic 211cv,48000 km,2.0,Nafta,Automática,2012,Tigre,40000,USD,https://auto.mercadolibre.com.ar/MLA-1531012080-audi-tt-roadster-2012-20-t-fsi-stronic-211cv-_JM,2001,Audi,TT Roadster,8,3,6,6,5,28,3,4,6,2,6,21,49,24:47,San Diego,California,Germany
Audi TT Roadster 2001,Audi,TT,1.8 Roadster T Fsi 160cv,55000 km,1.8,Nafta,Manual,2011,Vicente López,59500,USD,https://auto.mercadolibre.com.ar/MLA-1391629625-audi-tt-2011-18-roadster-t-fsi-160cv-_JM,2001,Audi,TT Roadster,8,3,6,6,5,28,3,4,6,2,6,21,49,24:47,San Diego,California,Germany
Audi TT Roadster 2001,Audi,TT Coupe,3.2 Roadster Quattro 250cv,118000 km,3.2,Nafta,Automática,2009,Vicente López,31000,USD,https://auto.mercadolibre.com.ar/MLA-1391714319-audi-tt-coupe-2009-32-roadster-quattro-250cv-_JM,2001,Audi,TT Roadster,8,3,6,6,5,28,3,4,6,2,6,21,49,24:47,San Diego,California,Germany
Audi TT Roadster 2001,Audi,TT Coupe,3.2 Roadster Quattro Stronic 250cv,87000 km,3.2,Nafta,Automática,2008,Luján de Cuyo,32000,USD,https://auto.mercadolibre.com.ar/MLA-1536208762-audi-tt-_JM,2001,Audi,TT Roadster,8,3,6,6,5,28,3,4,6,2,6,21,49,24:47,San Diego,California,Germany
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,85000 km,1.6,Nafta,Automática,2018,Capital Federal,28000,USD,https://auto.mercadolibre.com.ar/MLA-1391008979-peugeot-3oo8-16-gt-line-tiptronic-at-2018-imolaautos-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,34566 km,1.6,Nafta,Automática,2018,Capital Federal,19750000,USD,https://auto.mercadolibre.com.ar/MLA-1391851241-peugeot-3008-allure-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,52726 km,1.6,Nafta,Automática,2018,Capital Federal,18900000,USD,https://auto.mercadolibre.com.ar/MLA-1508268328-peugeot-3008-allure-thp-tiptronic-darc-autos-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,77000 km,2.0,Eléctrico,Automática,2018,Capital Federal,31900,USD,https://auto.mercadolibre.com.ar/MLA-1544175130-3008-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,45000 km,1.6,Nafta,Automática,2018,Capital Federal,30900,USD,https://auto.mercadolibre.com.ar/MLA-1385480371-peugeot-3008-16-gt-line-thp-tiptronic-bmw-autopremier-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,73000 km,1.6,Nafta,Automática,2018,Villa Carlos Paz,28990,USD,https://auto.mercadolibre.com.ar/MLA-1386310741-peugeot-3008-gt-line-16-thp-at6-73000km-2018-rojo-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,53000 km,1.6,Nafta,Automática,2018,Vicente López,25500,USD,https://auto.mercadolibre.com.ar/MLA-1388910739-peugeot-3008-2018-16-allure-thp-tiptronic-liv-motors-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,29000 km,1.6,Nafta,Automática,2018,Pilar,27000,USD,https://auto.mercadolibre.com.ar/MLA-1393530951-peugeot-3008-16-allure-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,118000 km,1.6,Nafta,Automática,2018,Vicente López,26500,USD,https://auto.mercadolibre.com.ar/MLA-1392167521-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,88000 km,1.6,Nafta,Automática,2018,Moreno,26500,USD,https://auto.mercadolibre.com.ar/MLA-1531718982-peugeot-3008-gt-line-2018-carwestok-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,70000 km,1.6,Nafta,Automática,2018,Tigre,26000,USD,https://auto.mercadolibre.com.ar/MLA-1509812456-peugeot-3008-16-allure-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,68000 km,1.6,Nafta,Automática,2018,Avellaneda,19939000,USD,https://auto.mercadolibre.com.ar/MLA-1383095151-peugeot-3008-allure-thp-tiptronic-2018-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,65000 km,1.6,Nafta,Automática,2018,San Isidro,18500000,USD,https://auto.mercadolibre.com.ar/MLA-1382199799-peugeot-3008-allure-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,58000 km,2.0,Diésel,Automática,2018,Córdoba,32500,USD,https://auto.mercadolibre.com.ar/MLA-1389014671-peugeot-3008-20-hdi-gt-line-tiptronic-2018-diesel-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,84000 km,1.6,Nafta,Automática,2018,Capital Federal,26900,USD,https://auto.mercadolibre.com.ar/MLA-1531728994-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,78000 km,2.0,Diésel,Automática,2018,Berazategui,26000,USD,https://auto.mercadolibre.com.ar/MLA-1392418315-peugeot-3008-gt-line-20-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,45000 km,1.6,Nafta,Automática,2018,Capital Federal,28500,USD,https://auto.mercadolibre.com.ar/MLA-1392245953-peugeot-3008-2018-16-allure-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,90000 km,1.6,Nafta,Automática,2018,La Plata,29400,USD,https://auto.mercadolibre.com.ar/MLA-1528905818-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,39000 km,1.6,Nafta,Automática,2018,San Isidro,32500,USD,https://auto.mercadolibre.com.ar/MLA-1391807261-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,122087 km,1.6,Nafta,Automática,2018,Santa Fe capital,22100000,USD,https://auto.mercadolibre.com.ar/MLA-1508689068-peugeot-3008-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,69000 km,1.6,Nafta,Automática,2018,La Plata,27990,USD,https://auto.mercadolibre.com.ar/MLA-1393511321-peugeot-3008-gt-line-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,60000 km,1.6,Nafta,Automática,2018,La Matanza,25500,USD,https://auto.mercadolibre.com.ar/MLA-1528018336-peugeot-3008-16-allure-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,79000 km,2.0,Diésel,Automática,2018,Quilmes,34000,USD,https://auto.mercadolibre.com.ar/MLA-1530307580-peugeot-3008-gt-line-hdi-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,105300 km,1.6,Nafta,Automática,2018,Lanús,16290000,USD,https://auto.mercadolibre.com.ar/MLA-1385236917-peugeot-3008-16-allure-thp-tiptronic-mi-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,99287 km,1.6,Nafta,Automática,2018,Capital Federal,17700000,USD,https://auto.mercadolibre.com.ar/MLA-1389201293-peugeot-3008-16-allure-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,59500 km,2.0,Diésel,Automática,2018,La Plata,32500,USD,https://auto.mercadolibre.com.ar/MLA-1504401280-peugeot-3008-20-gt-line-hdi-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,77000 km,1.6,Nafta,Automática,2018,Malvinas Argentinas,31500,USD,https://auto.mercadolibre.com.ar/MLA-1527196276-peugeot-3008-2018-16-gt-line-thp-tiptronic-pfaffen-autos-l-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,52000 km,1.6,Nafta,Automática,2018,Gualeguaychú,26550000,USD,https://auto.mercadolibre.com.ar/MLA-1386063975-peugeot-3008-2018-16-allure-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Allure Thp Tiptronic,100000 km,1.6,Nafta,Automática,2018,Avellaneda,19939000,USD,https://auto.mercadolibre.com.ar/MLA-1388384539-peugeot-3008-thp-tiptronic-2018-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,98000 km,2.0,Diésel,Automática,2018,Capital Federal,25800,USD,https://auto.mercadolibre.com.ar/MLA-1511761994-peugeot-3008-gt-line-hdi-automatico-2018-rpm-moviles-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,50000 km,1.6,Nafta,Automática,2018,Capital Federal,25500,USD,https://auto.mercadolibre.com.ar/MLA-1512173116-peugeot-3008-gt-line-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,75000 km,2.0,Diésel,Automática,2018,Vicente López,28000,USD,https://auto.mercadolibre.com.ar/MLA-1520877258-peugeot-3008-2018-20-gt-line-hdi-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,90000 km,2.0,Diésel,Automática,2018,Bahía Blanca,33500,USD,https://auto.mercadolibre.com.ar/MLA-1390644563-peugeot-3008-2018-gt-line-20-hdi-90000km-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,1.6 Gt-line Thp Tiptronic,44000 km,1.6,Nafta,Automática,2018,Lanús,30000000,USD,https://auto.mercadolibre.com.ar/MLA-1386137731-peugeot-3008-2018-16-gt-line-thp-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
Peugeot 3008 2018,Peugeot,3008,2.0 Gt-line Hdi Tiptronic,32730 km,2.0,Diésel,Automática,2018,San Rafael,23400000,USD,https://auto.mercadolibre.com.ar/MLA-1123043323-peugeot-3008-2018-20-gt-line-hdi-tiptronic-_JM,2018,Peugeot,3008,5,1,4,2,5,17,6,6,5,8,7,32,49,19:34,San Diego,California,France
